GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
4870520,160,48,,,,,,Stowell CDP,1756,656,1572,619,1756,1572
4870544,160,48,,,,,,Stratford city,2017,782,1991,794,2017,1991
4872952,160,48,,,,,,Tierra Grande CDP,403,128,362,116,403,362
4872989,160,48,,,,,,Tiki Island village,968,928,1016,746,968,1016
4873030,160,48,,,,,,Timbercreek Canyon village,418,176,406,158,418,406
4875476,160,48,,,,,,Vidor city,10579,4397,11440,4652,10579,11440
4875554,160,48,,,,,,Villa del Sol CDP,175,44,132,41,175,132
4875614,160,48,,,,,,Villa Pancho CDP,788,227,386,107,788,386
4878628,160,48,,,,,,Whitewright town,1604,754,1740,732,1604,1740
4878664,160,48,,,,,,Whitney town,2087,851,1833,770,2087,1833
4879000,160,48,,,,,,Wichita Falls city,104553,43632,104197,41916,104553,104197
4879036,160,48,,,,,,Wickett town,498,221,455,213,498,455
4803432,160,48,,,,,,Anthony town,5011,1007,3850,722,5011,3850
4807300,160,48,,,,,,Bellaire city,16855,6427,15642,6315,16855,15642
4812580,160,48,,,,,,Canyon Lake CDP,21262,11775,16870,8693,21262,16870
4815628,160,48,,,,,,Cloverleaf CDP,22942,7241,23508,7865,22942,23508
4815652,160,48,,,,,,Clute city,11211,4549,10424,4142,11211,10424
4818092,160,48,,,,,,Cuero city,6841,2961,6571,2867,6841,6571
4821628,160,48,,,,,,Duncanville city,38524,14011,36081,13290,38524,36081
4821844,160,48,,,,,,Eagle Lake city,3639,1517,3664,1500,3639,3664
4821892,160,48,,,,,,Eagle Pass city,26248,9019,22413,7613,26248,22413
4824768,160,48,,,,,,Euless city,51277,23447,46005,20136,51277,46005
4827660,160,48,,,,,,Friona city,4123,1433,3854,1399,4123,3854
4827684,160,48,,,,,,Frisco city,116989,42306,33714,13683,116989,33714
4830629,160,48,,,,,,Grape Creek CDP,3154,1322,3138,1219,3154,3138
4830644,160,48,,,,,,Grapevine city,46334,19685,42059,16486,46334,42059
4833476,160,48,,,,,,Hickory Creek town,3247,1209,2078,808,3247,2078
4839352,160,48,,,,,,Kingsville city,26213,10354,25575,10427,26213,25575
4839448,160,48,,,,,,Kirby city,8000,3052,8673,3137,8000,8673
4841056,160,48,,,,,,Lake Worth city,4584,1794,4618,1751,4584,4618
4845000,160,48,,,,,,Lubbock city,229573,95926,199564,84066,229573,199564
4847796,160,48,,,,,,Merkel town,2590,1181,2637,1202,2590,2637
4847892,160,48,,,,,,Mesquite city,139824,51952,124523,46245,139824,124523
4850040,160,48,,,,,,Munday city,1300,676,1527,701,1300,1527
4855152,160,48,,,,,,Parker city,3811,1255,1379,505,3811,1379
4856000,160,48,,,,,,Pasadena city,149043,53899,141674,50367,149043,141674
4859012,160,48,,,,,,Post city,5376,1439,3708,1419,5376,3708
4865726,160,48,,,,,,Santa Fe city,12222,4957,9548,3723,12222,9548
4868624,160,48,,,,,,Snyder city,11202,4787,10783,5013,11202,10783
4868636,160,48,,,,,,Socorro city,32013,9313,27152,7140,32013,27152
4871492,160,48,,,,,,Sweeny city,3684,1558,3624,1444,3684,3624
4871540,160,48,,,,,,Sweetwater city,10906,5040,11415,5202,10906,11415
4873664,160,48,,,,,,Trinity city,2697,1277,2721,1284,2697,2721
4876948,160,48,,,,,,Webster city,10400,5763,9083,4733,10400,9083
4879876,160,48,,,,,,Winters city,2562,1272,2880,1251,2562,2880
4810708,160,48,,,,,,Browndell city,197,116,219,118,197,219
4836140,160,48,,,,,,Iredell city,339,169,360,162,339,360
4843120,160,48,,,,,,Liverpool city,482,220,404,189,482,404
4848180,160,48,,,,,,Midway city,228,123,288,151,228,288
4853232,160,48,,,,,,Oakwood town,510,246,471,256,510,471
4856468,160,48,,,,,,Pecan Gap city,203,119,214,123,203,214
4859210,160,48,,,,,,Prado Verde CDP,246,80,200,62,246,200
4861508,160,48,,,,,,Reklaw city,379,171,327,150,379,327
4863752,160,48,,,,,,Rule town,636,397,698,386,636,698
4868966,160,48,,,,,,South Fork Estates CDP,70,22,47,21,70,47
4874048,160,48,,,,,,Tuscola city,742,322,714,307,742,714
4800100,160,48,,,,,,Abbott city,356,153,300,144,356,300
4800160,160,48,,,,,,Abernathy city,2805,1132,2839,1081,2805,2839
4801000,160,48,,,,,,Abilene city,117063,47783,115930,45618,117063,115930
4804174,160,48,,,,,,Arroyo Colorado Estates CDP,997,282,755,200,997,755
4804300,160,48,,,,,,Asherton city,1084,516,1342,535,1084,1342
4804408,160,48,,,,,,Aspermont town,919,489,1021,507,919,1021
4804462,160,48,,,,,,Atascocita CDP,65844,21971,35757,11342,65844,35757
4807852,160,48,,,,,,Berryville town,975,473,891,454,975,891
4807864,160,48,,,,,,Bertram city,1353,553,1122,434,1353,1122
4808104,160,48,,,,,,Beverly Hills city,1995,742,2113,814,1995,2113
4808128,160,48,,,,,,Bevil Oaks city,1274,551,1346,552,1274,1346
4810720,160,48,,,,,,Brownfield city,9657,3571,9488,3735,9657,9488
4810756,160,48,,,,,,Brownsboro city,1039,421,796,323,1039,796
4810768,160,48,,,,,,Brownsville city,175023,53936,139722,42323,175023,139722
4810780,160,48,,,,,,Brownwood city,19288,8448,18813,8169,19288,18813
4813276,160,48,,,,,,Castle Hills city,4116,2047,4202,1930,4116,4202
4816036,160,48,,,,,,Collinsville town,1624,666,1235,507,1624,1235
4816048,160,48,,,,,,Colmesneil city,596,294,638,287,596,638
4816120,160,48,,,,,,Colorado City city,4146,1997,4281,2076,4146,4281
4819000,160,48,,,,,,Dallas city,1197816,516639,1188580,484117,1197816,1188580
4819084,160,48,,,,,,Dalworthington Gardens city,2259,872,2186,765,2259,2186
4819108,160,48,,,,,,Damon CDP,552,251,535,231,552,535
4819120,160,48,,,,,,Danbury city,1715,633,1611,586,1715,1611
4822192,160,48,,,,,,Easton city,510,214,524,191,510,524
4822276,160,48,,,,,,East Tawakoni city,883,455,775,433,883,775
4822516,160,48,,,,,,Ector city,695,308,600,263,695,600
4822528,160,48,,,,,,Edcouch city,3161,1024,3342,985,3161,3342
4825068,160,48,,,,,,Fairchilds village,763,272,678,226,763,678
4825104,160,48,,,,,,Fairfield city,2951,1327,3094,1431,2951,3094
4825168,160,48,,,,,,Fair Oaks Ranch city,5986,2373,4695,1731,5986,4695
4825224,160,48,,,,,,Fairview town,7248,3140,2644,886,7248,2644
4827984,160,48,,,,,,Gainesville city,16002,6688,15538,6423,16002,15538
4827996,160,48,,,,,,Galena Park city,10887,3273,10592,3207,10887,10592
4828008,160,48,,,,,,Gallatin city,419,182,378,164,419,378
4828068,160,48,,,,,,Galveston city,47743,32368,57247,30017,47743,57247
4831292,160,48,,,,,,Groom town,574,286,587,290,574,587
4831328,160,48,,,,,,Groves city,16144,7037,15733,6570,16144,15733
4831340,160,48,,,,,,Groveton city,1057,540,1107,565,1057,1107
4831412,160,48,,,,,,Gruver city,1194,496,1162,509,1194,1162
4833980,160,48,,,,,,Hillcrest village,730,294,722,271,730,722
4834088,160,48,,,,,,Hillsboro city,8456,3435,8232,3227,8456,8232
4837000,160,48,,,,,,Irving city,216290,91128,191615,80293,216290,191615
4837072,160,48,,,,,,Italy town,1863,727,1993,731,1863,1993
4837084,160,48,,,,,,Itasca city,1644,602,1503,612,1644,1503
4839916,160,48,,,,,,Krugerville city,1662,598,903,331,1662,903
4839928,160,48,,,,,,Krum city,4157,1598,1979,703,4157,1979
4839952,160,48,,,,,,Kyle city,28016,9226,5314,1560,28016,5314
4841416,160,48,,,,,,La Paloma CDP,2903,758,354,108,2903,354
4841422,160,48,,,,,,La Paloma-Lost Creek CDP,408,130,323,92,408,323
4841440,160,48,,,,,,La Porte city,33800,12875,31880,11720,33800,31880
4843132,160,48,,,,,,Livingston town,5335,2281,5433,2358,5335,5433
4843144,160,48,,,,,,Llano city,3232,1615,3325,1539,3232,3325
4843150,160,48,,,,,,Llano Grande CDP,3008,1081,3333,1268,3008,3333
4843240,160,48,,,,,,Lockhart city,12698,4527,11615,3871,12698,11615
4845432,160,48,,,,,,McCamey city,1887,863,1805,854,1887,1805
4845672,160,48,,,,,,McGregor city,4987,1966,4727,1856,4987,4727
4845744,160,48,,,,,,McKinney city,131117,47915,54369,19462,131117,54369
4848272,160,48,,,,,,Midway North CDP,4752,1159,3946,902,4752,3946
4848280,160,48,,,,,,Midway South CDP,2239,618,1711,461,2239,1711
4850352,160,48,,,,,,Nash city,2960,1281,2169,1003,2960,2169
4850376,160,48,,,,,,Nassau Bay city,4002,2235,4170,2243,4002,4170
4850400,160,48,,,,,,Natalia city,1431,553,1663,584,1431,1663
4853304,160,48,,,,,,O'Brien city,106,69,132,71,106,132
4853376,160,48,,,,,,Odem city,2389,889,2499,843,2389,2499
4853388,160,48,,,,,,Odessa city,99940,39806,90943,37966,99940,90943
4853436,160,48,,,,,,O'Donnell city,831,402,1011,423,831,1011
4856482,160,48,,,,,,Pecan Grove CDP,15963,5908,13551,4662,15963,13551
4856485,160,48,,,,,,Pecan Hill city,626,246,672,234,626,672
4856498,160,48,,,,,,Pecan Plantation CDP,5294,2466,3544,1568,5294,3544
4856516,160,48,,,,,,Pecos city,8780,3542,9501,3681,8780,9501
4859336,160,48,,,,,,Prairie View city,5576,1128,4410,834,5576,4410
4859384,160,48,,,,,,Premont city,2653,1076,2772,1072,2653,2772
4859396,160,48,,,,,,Presidio city,4426,1756,4167,1541,4426,4167
4861532,160,48,,,,,,Relampago CDP,132,49,104,44,132,104
4861568,160,48,,,,,,Rendon CDP,12552,4732,9022,3404,12552,9022
4861592,160,48,,,,,,Reno city,3166,1265,2767,1089,3166,2767
4861604,160,48,,,,,,Reno city,2494,1027,2441,943,2494,2441
4863782,160,48,,,,,,Runaway Bay city,1286,658,1104,588,1286,1104
4863788,160,48,,,,,,Runge town,1031,488,1080,461,1031,1080
4863848,160,48,,,,,,Rusk city,5551,1596,5085,1539,5551,5085
4864004,160,48,,,,,,Sabinal city,1695,716,1586,655,1695,1586
4866008,160,48,,,,,,Savoy city,831,349,850,350,831,850
4866089,160,48,,,,,,Scenic Oaks CDP,4957,1845,3279,1226,4957,3279
4866128,160,48,,,,,,Schertz city,31465,12047,18694,7009,31465,18694
4866188,160,48,,,,,,Schulenburg city,2852,1279,2699,1226,2852,2699
4869020,160,48,,,,,,South Houston city,16983,5258,15833,4947,16983,15833
4869032,160,48,,,,,,Southlake city,26575,8494,21519,6614,26575,21519
4869104,160,48,,,,,,Southmayd city,992,407,992,371,992,992
4871948,160,48,,,,,,Taylor city,15191,5990,13575,5079,15191,13575
4871960,160,48,,,,,,Taylor Lake Village city,3544,1367,3694,1364,3544,3694
4872020,160,48,,,,,,Teague city,3560,1583,4557,1526,3560,4557
4874132,160,48,,,,,,Tye city,1242,544,1158,582,1242,1158
4874144,160,48,,,,,,Tyler city,96900,41742,83650,35337,96900,83650
4874168,160,48,,,,,,Tynan CDP,278,111,301,109,278,301
4874216,160,48,,,,,,Uhland city,1014,332,386,143,1014,386
4877332,160,48,,,,,,West city,2807,1219,2692,1143,2807,2692
4877380,160,48,,,,,,Westbrook city,253,114,203,103,253,203
4877416,160,48,,,,,,West Columbia city,3905,1673,4255,1755,3905,4255
4880224,160,48,,,,,,Woodway city,8452,3402,8733,3481,8452,8733
4880296,160,48,,,,,,Wortham town,1073,516,1082,479,1073,1082
4880350,160,48,,,,,,Wyldwood CDP,2505,1055,2310,884,2505,2310
4880356,160,48,,,,,,Wylie city,41427,13840,15132,5326,41427,15132
4803072,160,48,,,,,,Ames city,1003,434,1079,444,1003,1079
4803084,160,48,,,,,,Amherst city,721,321,791,341,721,791
4803336,160,48,,,,,,Annetta town,1288,452,1108,368,1288,1108
4803340,160,48,,,,,,Annetta North town,518,211,467,172,518,467
4805924,160,48,,,,,,Batesville CDP,1068,411,1298,456,1068,1298
4805984,160,48,,,,,,Bay City city,17614,7856,18667,8113,17614,18667
4807108,160,48,,,,,,Beckville city,847,374,752,361,847,752
4809598,160,48,,,,,,Botines CDP,117,54,132,53,117,132
4809628,160,48,,,,,,Bovina city,1868,637,1874,612,1868,1874
4810132,160,48,,,,,,Breckenridge city,5780,2704,5868,2776,5780,5868
4811968,160,48,,,,,,Callisburg city,353,141,365,137,353,365
4811992,160,48,,,,,,Calvert city,1192,675,1426,726,1192,1426
4812472,160,48,,,,,,Caney City town,217,196,236,176,217,236
4812496,160,48,,,,,,Canton city,3581,1539,3292,1486,3581,3292
4812502,160,48,,,,,,Cantu Addition CDP,188,76,217,83,188,217
4813732,160,48,,,,,,Center city,5193,2133,5678,2290,5193,5678
4813900,160,48,,,,,,Centerville city,892,460,903,464,892,903
4814920,160,48,,,,,,Cibolo city,15349,5113,3035,1176,15349,3035
4814927,160,48,,,,,,Cienegas Terrace CDP,3424,1007,2878,795,3424,2878
4815328,160,48,,,,,,Clear Lake Shores city,1063,591,1205,661,1063,1205
4816432,160,48,,,,,,Conroe city,56207,22215,36811,14378,56207,36811
4817504,160,48,,,,,,Crandall city,2858,1015,2774,914,2858,2774
4817516,160,48,,,,,,Crane city,3353,1253,3191,1278,3353,3191
4817540,160,48,,,,,,Cranfills Gap city,281,149,335,156,281,335
4817852,160,48,,,,,,Cross Roads town,1563,614,603,241,1563,603
4817917,160,48,,,,,,Cross Timber town,268,104,277,115,268,277
4819648,160,48,,,,,,De Kalb city,1699,819,1769,853,1699,1769
4820680,160,48,,,,,,Dodd City town,369,158,419,188,369,419
4821283,160,48,,,,,,Doyle CDP,254,115,285,129,254,285
4821424,160,48,,,,,,Dripping Springs city,1788,723,1548,584,1788,1548
4824018,160,48,,,,,,El Refugio CDP,331,109,221,67,331,221
4824252,160,48,,,,,,Encino CDP,143,90,177,92,143,177
4824348,160,48,,,,,,Ennis city,18513,6641,16045,5618,18513,16045
4826688,160,48,,,,,,Fort Davis CDP,1201,672,1050,525,1201,1050
4826724,160,48,,,,,,Fort Hancock CDP,1750,618,1713,579,1750,1713
4827420,160,48,,,,,,Freeport city,12049,4668,12708,4841,12049,12708
4828320,160,48,,,,,,Garfield CDP,1698,630,1660,585,1698,1660
4830188,160,48,,,,,,Goodlow city,200,99,264,117,200,264
4830224,160,48,,,,,,Goodrich city,271,123,243,119,271,243
4830272,160,48,,,,,,Gordon city,478,248,451,228,478,451
4830476,160,48,,,,,,Grand Saline city,3136,1234,3028,1203,3136,3028
4830512,160,48,,,,,,Grandview city,1561,582,1358,544,1561,1358
4831820,160,48,,,,,,Hale Center city,2252,867,2263,885,2252,2263
4832906,160,48,,,,,,Hays city,217,92,233,88,217,233
4832972,160,48,,,,,,Hearne city,4459,1876,4690,1944,4459,4690
4832984,160,48,,,,,,Heath city,6921,2451,4149,1462,6921,4149
4833284,160,48,,,,,,Henrietta city,3141,1455,3264,1460,3141,3264
4835420,160,48,,,,,,Hungerford CDP,347,154,645,177,347,645
4835480,160,48,,,,,,Hunters Creek Village city,4367,1503,4374,1523,4367,4374
4835492,160,48,,,,,,Huntington city,2118,896,2068,894,2118,2068
4835528,160,48,,,,,,Huntsville city,38548,12853,35078,11508,38548,35078
4835816,160,48,,,,,,Impact town,35,17,39,16,35,39
4835828,160,48,,,,,,Imperial CDP,278,135,428,245,278,428
4835915,160,48,,,,,,Indian Hills CDP,2591,681,2036,567,2591,2036
4837420,160,48,,,,,,Jasper city,7590,3445,8247,3467,7590,8247
4838776,160,48,,,,,,Kemah city,1773,787,2330,1075,1773,2330
4838788,160,48,,,,,,Kemp city,1154,506,1133,497,1154,1133
4839124,160,48,,,,,,Kilgore city,12975,5167,11301,4766,12975,11301
4840168,160,48,,,,,,Lacy-Lakeview city,6489,2850,5764,2575,6489,5764
4840576,160,48,,,,,,Lakehills CDP,5150,3143,4668,2807,5150,4668
4840756,160,48,,,,,,Lakeside City town,997,399,984,366,997,984
4840804,160,48,,,,,,Lake Tanglewood village,796,433,825,402,796,825
4842028,160,48,,,,,,Leary city,495,221,555,240,495,555
4842148,160,48,,,,,,Lefors town,497,276,559,290,497,559
4842616,160,48,,,,,,Liberty City CDP,2351,971,1935,747,2351,1935
4842664,160,48,,,,,,Liberty Hill city,967,387,1409,494,967,1409
4844170,160,48,,,,,,Los Ybanez city,19,10,32,12,19,32
4844176,160,48,,,,,,Lott city,759,358,724,343,759,724
4844212,160,48,,,,,,Louise CDP,995,393,977,390,995,977
4846224,160,48,,,,,,Malakoff city,2324,1034,2257,1036,2324,2257
4847088,160,48,,,,,,Maud city,1056,453,1028,473,1056,1028
4847100,160,48,,,,,,Mauriceville CDP,3252,1210,2743,1021,3252,2743
4847568,160,48,,,,,,Melvin town,178,113,155,100,178,155
4847616,160,48,,,,,,Memphis city,2290,1160,2479,1245,2290,2479
4847628,160,48,,,,,,Menard city,1471,828,1653,851,1471,1653
4849320,160,48,,,,,,Moran city,270,150,233,146,270,233
4849356,160,48,,,,,,Morgan city,490,203,485,197,490,485
4849380,160,48,,,,,,Morgan's Point city,339,140,336,143,339,336
4849728,160,48,,,,,,Mount Enterprise city,447,238,525,241,447,525
4849860,160,48,,,,,,Mount Vernon town,2662,1153,2286,1045,2662,2286
4850772,160,48,,,,,,Newark city,1005,392,887,363,1005,887
4851720,160,48,,,,,,Nome city,588,236,515,205,588,515
